Description	Accession	CUP_1		CUP_2		CUP_3		CUP_4		CUP_5		CUP_6		CUP_7		CUP_8		CUP_9		CUP_10		CUP_11		CUP_12		CUP_13		CUP_14		CUP_15		CUP_16		CUP_17		CUP_19		CUP_22		CUP_28		
ANX4 Annexin IV (placental anticoagulant protein II)	M82809_at	102	P	230	P	135	A	100	A	16	A	95	A	96	P	360	P	68	A	188	P	70	P	135	A	112	A	98	M	2253	P	291	P	207	A	455	P	229	A	183	A	
ETS-RELATED TRANSCRIPTION FACTOR ELF-1	M82882_at	4	A	91	A	46	P	49	P	23	A	27	A	23	A	146	P	10	A	75	P	40	A	14	A	17	A	-31	A	364	P	103	P	162	P	255	P	0	A	-21	A	
GABRB3 Gamma-aminobutyric acid (GABA) A receptor, beta 3	M82919_at	14	A	38	A	1	A	-11	A	-0	A	-36	A	-76	A	-97	A	-4	A	14	A	-8	A	1	A	-39	A	-94	A	-56	A	31	A	83	A	-12	A	-5	A	23	A	
N-benzoyl-L-tyrosyl-p-amino-benzoic acid hydrolase alpha subunit (PPH alpha) mRNA	M82962_at	-17	A	2	A	-19	A	6	A	-33	A	-52	A	-88	A	-150	A	85	A	40	A	-49	A	-30	A	-264	A	-174	A	-174	A	-96	A	181	A	4	A	97	A	228	A	
PGM1 Phosphoglucomutase 1	M83088_at	197	P	407	P	638	P	439	A	137	P	270	P	264	P	1371	P	402	P	556	P	328	P	601	P	607	P	1732	P	1714	P	1549	P	828	P	1063	P	824	A	354	A	
Serotonin receptor gene	M83181_at	212	A	146	A	304	A	142	A	64	A	176	A	63	A	371	A	130	A	372	P	177	P	211	A	517	A	196	A	273	A	314	P	618	M	472	P	568	A	402	A	
COX7A1 Cytochrome c oxidase subunit VIIa polypeptide 1 (muscle)	M83186_at	69	A	57	A	66	A	46	A	10	A	61	A	61	A	-59	A	75	P	-9	A	65	A	190	A	-241	A	21	A	-97	A	211	A	214	A	331	A	37	A	122	A	
TRANSCRIPTION FACTOR RELB	M83221_at	409	M	233	A	351	A	352	A	91	A	123	A	271	P	746	P	202	A	296	A	353	A	431	A	363	A	682	A	1251	A	350	A	965	A	1154	P	735	A	231	A	
TCF12 Transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	M83233_at	12	A	-224	A	-110	A	-6	A	-14	A	-47	A	-22	A	-401	A	20	A	-228	A	-36	A	-377	A	-213	A	-138	A	-510	A	-154	A	-39	P	-297	P	-268	A	-242	A	
CYTOCHROME C OXIDASE POLYPEPTIDE VIA-HEART PRECURSOR	M83308_at	-320	A	-326	A	-573	A	-737	A	-143	A	-353	A	-134	A	-491	A	-33	A	-556	A	-199	A	-289	A	-195	A	-269	A	-821	A	-342	A	-320	A	-955	A	-700	A	-213	A	
ATP2B4 ATPase, Ca++ transporting, plasma membrane 4	M83363_at	-23	A	-54	A	-53	A	-29	A	-26	A	-31	A	-39	A	-161	A	54	A	-50	A	13	A	-114	A	-49	A	12	A	-298	A	69	A	-63	A	-49	A	-136	A	91	A	
CD30 CD30 antigen (Ki-1 antigen)	M83554_at	-66	A	-123	A	-65	A	-112	A	-22	A	-77	A	-8	A	-105	A	-58	A	-90	A	-94	A	-175	A	-18	A	-132	A	-203	A	-42	A	-144	A	-77	A	-59	A	65	A	
BETA-1,4 N-ACETYLGALACTOSAMINYLTRANSFERASE	M83651_at	-25	A	72	A	-77	A	-88	A	-31	A	12	A	-27	A	166	A	-24	A	-98	A	-145	A	-50	A	-11	A	-177	A	-261	A	-145	A	-61	A	-187	A	-18	A	1	A	
PTPN9 Protein tyrosine phosphatase, non-receptor type 9	M83738_at	133	A	-30	A	82	A	69	A	-40	A	-124	A	-34	A	-82	A	-30	A	-85	A	-16	A	-279	A	-42	A	48	A	-157	A	170	P	265	A	208	A	185	A	-73	A	
Arginine-rich protein (ARP) gene	M83751_at	313	P	318	P	356	P	325	P	65	A	169	A	382	P	1370	P	126	P	318	P	259	P	193	A	24	A	624	P	1839	P	1865	P	1326	P	1817	P	395	P	339	P	
FMO2 Flavin-containing monooxygenase 2	M83772_at	-18	A	-72	A	-51	A	-58	A	-55	A	-94	A	-124	A	-302	A	-129	A	-70	A	-9	A	-278	A	-140	A	-298	A	-511	A	-42	A	-203	A	-112	A	-202	A	-240	A	
Beige-like protein (BGL) mRNA, partial cds	M83822_at	11	A	-112	A	50	P	20	P	6	A	-24	A	29	A	175	P	-15	A	-26	A	24	A	-170	A	-176	A	-23	A	310	P	73	P	445	P	464	P	-123	A	-181	A	
Receptor tyrosine kinase (HEK) mRNA	M83941_at	-7	A	-12	A	-30	A	-57	A	-20	A	-39	A	-50	A	-204	A	-44	A	-9	A	-34	A	7	A	-65	A	-79	A	-152	A	11	A	37	A	-22	A	-70	A	28	A	
ARF1 ADP-ribosylation factor 1	M84332_at	783	P	873	P	1809	P	2164	P	289	P	654	P	1208	P	2416	P	618	P	1348	P	1014	P	921	P	358	P	2040	P	4606	P	2286	P	6679	P	6218	P	791	P	712	A	
CD59 CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, EJ30, EL32 and G344)	M84349_at	285	P	231	A	568	P	296	P	281	P	406	P	416	P	789	P	230	P	530	P	1218	P	702	P	511	P	1890	P	1819	P	1091	P	631	P	1239	P	1372	P	162	A	
DF D component of complement (adipsin)	M84526_at	439	P	321	P	238	P	1026	P	148	P	386	P	443	P	842	P	495	P	304	P	-5	A	139	P	-70	A	177	P	355	A	477	P	-33	A	425	P	226	A	18.0	A	
PUTATIVE TACHYKININ RECEPTOR	M84605_at	23	A	-24	A	11	A	-26	A	4	A	13	A	-6	A	10	A	-11	A	-11	A	-2	A	51	A	159	P	-6	A	58	P	96	A	98	A	41	M	-17	A	137	A	
RPS3A Ribosomal protein S3A	M84711_at	3093	P	3012	P	6756	P	4385	P	1866	P	1756	P	4448	P	7304	P	1487	P	4550	P	4206	P	648	P	2339	P	4692	P	19422	P	9032	P	16680	P	19336	P	1248	P	1346	P	
CALR Autoantigen calreticulin	M84739_at	322	A	1697	A	1548	A	1539	A	101	A	497	M	458	A	4985	A	-39	A	219	A	357	A	1817	A	1826	A	918	A	5293	A	2205	P	4286	A	9239	P	2971	A	285	A	
CSTF2 Cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kD	M85085_at	-58	A	-153	A	-67	A	-122	A	-36	A	-48	A	-26	A	-375	A	-62	A	-101	A	-53	A	-229	A	-229	A	0	A	-354	A	-41	A	-288	A	-249	A	-302	A	-121	A	
ELK4 SRF accessory protein 1B (SAP-1)	M85164_at	95	P	239	A	225	P	207	P	48	A	203	P	96	M	311	A	25	A	252	P	113	A	443	M	89	A	139	A	328	A	185	P	453	P	398	P	471	P	555	A	
ELK4 ELK4, ETS-domain protein (SRF accessory protein 1) NOTE: Symbol and name provisional	M85165_at	23	A	44	A	96	A	65	A	11	A	12	A	17	A	32	A	13	A	98	A	58	A	48	A	-27	A	-18	A	-107	A	68	A	3	A	59	A	66	A	146	A	
Homologue of yeast sec7 mRNA	M85169_at	132	P	62	A	109	P	66	A	59	A	86	P	269	P	193	A	-5	A	86	P	230	P	68	A	-155	A	132	A	52	A	135	P	177	P	339	P	115	M	-213	A	
KCNA3 Potassium voltage-gated channel, shaker-related subfamily, member 3	M85217_at	-30	A	-19	A	-78	A	-87	A	-39	A	-82	A	-26	A	-294	A	-23	A	-97	A	-56	A	-237	A	-105	A	-146	A	-427	A	-88	A	-187	A	-144	A	-251	A	-205	A	
Germline Ig alpha mutant chain gene C-alpha-3 region of the secreted protein, 3' end	M85220_at	-175	A	-85	A	-91	A	-240	A	-14	A	-9	A	721	A	836	A	-159	A	601	A	-71	A	-28	A	-81	A	27	A	-295	A	-128	A	-470	A	-113	A	-55	A	-81	A	
Dopamine D1A receptor gene, complete exon 1, and exon 2, 5' end	M85247_at	54	A	191	P	240	P	182	P	21	A	115	P	116	P	208	A	16	A	202	P	93	A	298	P	535	P	116	A	277	M	99	A	296	M	252	P	456	P	335	P	
NKG5 PROTEIN PRECURSOR	M85276_at	132	A	201	A	237	A	246	A	35	A	34	A	103	A	259	A	-1	A	139	A	104	A	216	A	274	A	162	A	-84	A	336	P	221	A	475	A	410	A	143	A	
YWHAZ Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	M86400_at	366	P	971	P	1419	P	2212	P	125	P	387	P	405	P	2243	P	372	P	565	P	344	P	745	A	811	P	253	M	5638	P	4484	P	9879	P	6907	P	1079	P	963	P	
ACTN2 Actinin alpha 2 	M86406_at	-33	A	-26	A	122	A	-15	A	20	A	10	A	49	A	-243	A	22	A	99	A	92	A	0	A	-229	A	-8	A	-101	A	-44	A	-140	A	-23	A	192	A	-231	A	
ACTN3 Actinin alpha-3	M86407_at	-33	A	-65	A	-98	A	-94	A	-13	A	-13	A	-57	A	-223	A	-48	A	-59	A	-32	A	-96	A	-120	A	-3	A	-225	A	-29	A	51	A	-19	A	45	A	-30	A	
Neurotrophin-4 (NT-4) gene	M86528_at	-11	A	-23	A	-18	A	33	A	-14	A	-138	A	-92	A	-620	A	-61	A	43	A	16	A	-245	A	37	A	-132	A	-665	A	98	A	27	A	-45	A	-67	A	97	A	
PBX1 PBX1a and PBX1b	M86546_at	154	A	507	P	490	P	553	A	101	P	254	A	168	A	960	A	108	A	588	P	209	P	757	A	133	A	324	A	868	A	359	P	1354	P	784	P	609	A	761	A	
HnRNP C2 protein mRNA	M86667_at	204	P	187	P	305	P	294	P	234	P	256	P	498	P	751	P	106	A	296	P	322	P	273	P	35	A	992	P	1481	P	959	P	1858	P	1970	P	264	P	218	P	
TTK TTK protein kinase	M86699_at	24	A	69	P	34	A	62	A	-15	A	24	A	35	P	103	P	31	A	-38	A	111	P	-21	A	24	A	-30	A	84	P	261	P	219	P	223	P	14	A	175	A	
GLYCYLPEPTIDE N-TETRADECANOYLTRANSFERASE	M86707_at	29	A	52	A	65	A	79	A	19	A	63	A	139	P	347	P	20	A	56	A	69	A	29	A	31	A	269	P	384	A	572	P	322	A	325	P	20	A	9	A	
SSRP1 High mobility group box	M86737_at	171	P	480	A	83	A	516	A	109	A	236	A	571	P	877	P	42	A	348	A	483	P	318	A	37	A	373	P	1489	A	625	P	1312	P	747	P	526	A	508	A	
TRANSFORMATION-SENSITIVE PROTEIN IEF SSP 3521	M86752_at	282	P	-105	A	765	A	347	A	-16	A	-52	A	750	P	505	A	182	A	-25	A	821	P	-201	A	-685	A	1296	A	190	A	538	M	-210	A	2268	P	-155	A	-153	A	
Pyruvate dehydrogenase complex (PDHA2) gene	M86808_at	21	A	30	P	68	P	46	A	-13	A	1	A	5	A	19	A	-29	A	-4	A	48	A	-15	A	31	A	34	A	-10	A	5	A	24	A	55	A	5	A	75	A	
INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN COMPLEX ACID LABILE CHAIN PRECURSOR	M86826_at	-380	A	-556	A	-576	A	-594	A	28	A	-140	A	-118	A	-806	A	-217	A	-400	A	-259	A	-462	A	-1430	A	-566	A	-951	A	-677	A	-1712	A	-794	A	-400	A	-384	A	
Connexin 26 (GJB2) mRNA	M86849_at	-3	A	-33	A	75	A	-32	A	-18	A	50	A	0	A	71	A	-16	A	78	A	15	A	-25	A	-116	A	99	A	431	P	388	P	78	A	77	A	285	A	-149	A	
PXMP3 Peroxisomal membrane protein 3 (35kD, Zellweger syndrome)	M86852_at	68	P	71	A	112	A	146	A	45	A	8	A	50	A	219	A	12	A	82	A	107	P	9	A	51	A	48	A	327	A	203	P	204	A	486	P	58	A	-83	A	
GABRR2 Gamma-aminobutyric acid (GABA) receptor, rho 2	M86868_at	-5	A	42	M	56	A	71	P	7	A	39	A	21	A	-79	A	-47	A	-3	A	100	A	-24	A	29	A	-44	A	-129	A	-217	A	-5	A	-13	A	19	P	-38.4	A	
OSBP Oxysterol binding protein	M86917_at	1	A	16	A	76	M	38	A	23	A	42	A	16	A	22	A	27	A	50	A	38	A	93	A	66	A	51	A	44	A	-34	A	151	A	186	P	90	A	-97	A	
GS1 PROTEIN	M86934_at	51	A	38	A	129	A	234	P	51	P	90	A	151	P	371	P	102	P	74	M	117	P	20	A	79	A	200	P	868	P	82	P	250	P	525	P	255	A	80	A	
69/71 KD	M87284_at	137	A	255	A	207	A	180	A	58	A	146	A	122	A	543	A	28	A	428	A	172	A	232	A	675	A	215	A	618	P	199	A	518	A	559	A	694	A	420	A	
RFC2 Replication factor C (activator 1) 2, 40kD subunit	M87338_at	23	A	27	A	-90	A	47	A	-38	A	8	A	-30	A	-70	A	22	A	-60	A	-0	A	-4	A	8	A	-59	A	-270	A	-96	A	-27	A	105	A	15	A	132	P	
RFC4 Replication factor C, 37-kD subunit	M87339_at	65	A	181	P	81	P	108	M	4	A	8	A	99	A	526	A	4	A	54	A	162	P	-86	A	-120	A	162	A	229	A	607	P	1695	P	781	P	53	A	73	A	
69/71 KD	M87434_at	69	A	251	A	198	A	263	A	12	A	133	A	-4	A	403	A	56	A	219	A	106	A	121	A	195	A	59	A	-195	A	319	P	540	A	678	P	379	A	243	A	
UNG Uracil-DNA glycosylase	M87499_at	52	A	84	A	-14	A	4	A	-34	A	-14	A	28	A	-47	A	25	A	-125	A	-94	A	-81	A	-54	A	-98	A	-22	A	23	A	72	A	-180	A	-48	A	99	A	
TRANSCRIPTIONAL REGULATOR ISGF3 GAMMA SUBUNIT	M87503_at	294	P	181	A	485	A	727	P	51	P	279	A	310	A	1488	A	-23	A	357	A	310	P	-6	A	524	P	467	P	1301	A	813	P	1425	A	2534	P	711	A	206	A	
GALECTIN-2	M87860_at	-2	A	-128	A	-111	A	-124	A	7	A	-93	A	151	A	4	A	31	A	-90	A	4	A	-140	A	166	A	108	A	251	A	-130	A	-269	A	26	A	-124	A	41	A	
P62 mRNA	M88108_at	198	P	175	A	317	P	324	P	70	P	105	P	333	P	1142	P	84	A	202	P	348	P	118	A	338	A	404	P	1238	P	882	P	2436	P	2276	P	283	P	48	A	
SNF2L1 SNF2 (sucrose nonfermenting, yeast, homolog)-like 1	M88163_at	108	P	283	P	319	P	250	P	60	A	92	P	125	P	553	P	46	A	187	P	114	P	255	A	114	A	87	A	35	A	387	P	813	P	479	P	325	A	442	A	
FKBP4 FK506-binding protein 4 (59kD)	M88279_at	735	P	1581	P	2609	P	2094	P	307	P	474	P	820	P	2440	P	376	P	1165	P	1733	P	1375	P	2474	P	2195	P	3194	P	1783	P	2984	P	4277	P	1829	P	1730	P	
T-CELL SURFACE PROTEIN TACTILE PRECURSOR	M88282_at	-27	A	-51	A	3	A	-27	A	13	A	-24	A	-32	A	-193	A	23	A	-85	A	-18	A	-174	A	-262	A	-65	A	-65	A	26	A	42	A	42	A	-251	A	-103	A	
SERUM PROTEIN MSE55	M88338_at	104	A	86	A	262	A	-21	A	37	A	114	A	92	A	-220	A	-10	A	212	A	-11	A	1	A	-79	A	-202	A	-503	A	-72	A	153	A	480	A	100	A	41	A	
ELP-1 mRNA sequence	M88458_at	181	P	223	P	396	P	197	P	31	A	101	P	205	P	806	P	44	A	229	P	141	P	231	A	-3	A	162	P	3637	P	1054	P	936	P	621	P	485	P	149	A	
MVK Mevalonate kinase	M88468_at	443	P	1419	P	1372	A	1115	A	308	A	769	A	624	P	2155	A	143	A	1422	P	447	P	1672	P	362	A	937	A	2499	P	1057	A	2372	A	2620	A	2095	P	1781	A	
Zinc finger protein (SRE-ZBP) mRNA, 3' end	M88579_at	35	A	102	A	103	A	87	A	11	A	-21	A	-3	A	76	A	39	A	164	A	29	A	105	A	43	A	123	A	41	A	34	A	246	P	145	A	196	A	202	A	
NEUROMEDIN K RECEPTOR	M89473_at	97	P	188	A	193	P	163	A	79	P	101	A	91	A	125	A	-11	A	257	A	33	A	230	A	32	A	65	A	126	A	20	A	107	A	235	P	258	P	160	A	
High affinity IgE receptor beta chain gene	M89796_rna1_at	-9	A	-16	A	-61	A	-54	A	-10	A	-65	A	-49	A	-129	A	35	A	-66	A	-19	A	-124	A	-46	A	-20	A	-105	A	-29	A	-69	A	-35	A	-53	A	-47	A	
5-HT1D-type serotonin receptor gene	M89955_at	-62	A	-241	A	-418	A	-297	A	-34	A	-267	A	-140	A	-370	A	-116	A	-213	A	-86	A	-427	A	-88	A	-112	A	-421	A	-101	A	-401	A	-481	A	-501	A	-353	A	
IGB Immunoglobulin-associated beta (B29)	M89957_at	-186	A	-185	A	-112	A	-245	A	-116	A	-150	A	-308	A	-1093	A	-546	A	-102	A	-385	A	-400	A	-3102	A	-214	A	-195	A	-867	A	-375	A	-355	A	-154	A	-358.0	A	
GCK Glucokinase (hexokinase 4, maturity onset diabetes of the young 2)	M90299_at	79	A	465	P	315	A	260	A	92	A	299	A	30	P	460	A	9	A	375	A	53	A	481	P	-327	A	-97	A	535	A	118	A	696	A	821	P	485	A	514	A	
A-KINASE ANCHOR PROTEIN 79	M90359_at	-57	A	-210	A	-114	A	-166	A	-44	A	-105	A	-83	A	-226	A	5	A	-128	A	-21	A	-247	A	-271	A	-36	A	-293	A	-140	A	-282	A	-178	A	-151	A	-408	A	
Zona pellucida glycoprotein 2 (ZP2) mRNA	M90366_at	8	A	181	P	96	P	196	P	36	P	97	A	83	A	265	P	47	A	115	A	69	M	168	P	95	M	48	A	206	P	99	A	246	P	189	P	210	A	189	P	
GFPT Glutamine-fructose-6-phosphate transaminase	M90516_at	17	A	64	P	97	P	80	P	-9	A	51	P	68	P	276	P	1	A	97	P	15	A	90	M	79	A	47	A	1047	P	225	P	142	P	384	P	74	A	132	A	
GLCLC Glutamate-cysteine ligase (gamma-glutamylcysteine synthetase), catalytic (72.8kD)	M90656_at	17	A	-6	A	627	P	-1	A	-23	A	-181	A	912	P	3199	P	116	A	78	P	16	A	-58	A	224	A	21	A	164	A	341	P	416	A	419	A	-19	A	88	A	
TUMOR-ASSOCIATED ANTIGEN L6	M90657_at	34	A	-22	A	155	A	16	A	-18	A	125	A	136	P	426	A	-65	A	-10	A	4	A	-76	A	100	A	-7	A	-52	A	11	A	327	A	786	P	-123	A	130	A	
CTSS Cathepsin S	M90696_at	28	A	103	A	87	A	117	P	-4	A	-1	A	54	A	-31	A	51	P	54	A	27	A	3	A	65	A	-28	A	-94	A	75	P	92	A	178	A	171	A	99	A	
FKBP3 FK506-binding protein 3 (25kD)	M90820_at	-11	A	-2	A	-0	A	-26	A	-32	A	5	A	-3	A	-12	A	-4	A	21	A	-48	A	-157	A	-18	A	-76	A	-129	A	-52	A	-40	A	5	A	43	A	-46	A	
AMP deaminase (AMPD2) mRNA	M91029_cds2_at	140	P	245	A	361	P	286	P	221	P	282	P	401	P	889	P	5	A	319	P	184	P	236	A	392	P	364	P	1956	P	154	A	972	P	1004	P	735	P	179	A	
G-gamma globin gene extracted from H.sapiens G-gamma globin and A-gamma globin genes's	M91036_rna1_at	7	A	-14	A	-5	A	-39	A	-7	A	28	A	-5	A	6	A	-7	A	42	A	-19	A	24	A	57	P	56	A	29	A	81	A	-122	A	-58	A	-2	A	-38	A	
DNA-binding protein (HRC1) mRNA	M91083_at	251	P	18	A	365	A	150	A	226	A	271	A	517	P	636	A	103	A	550	P	404	P	360	P	917	P	949	A	2252	P	221	A	-1535	A	2013	P	391	P	-192	A	
ICSBP1 Interferon consensus sequence binding protein 1	M91196_at	-168	A	-334	A	-278	A	-20	A	-16	A	-36	A	-141	A	-336	A	-78	A	-344	A	39	A	-447	A	-921	A	-126	A	-457	A	110	A	-110	A	-80	A	-616	A	-549	A	
ACADM Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	M91432_at	127	P	90	A	173	P	112	P	69	P	13	A	125	A	530	P	141	P	64	A	66	A	145	M	89	A	250	P	808	P	408	P	1261	P	758	P	141	A	156	A	
Kazal-type serine proteinase (HUSI-II) gene	M91438_at	36	M	96	A	76	A	-13	A	-1	A	0	A	-7	A	42	A	-1	A	55	A	49	A	22	A	59	A	93	A	73	A	90	A	146	A	18	A	115	A	222	A	
HTR1E 5-hydroxytryptamine (serotonin) receptor 1E	M91467_at	35	A	117	A	131	P	134	P	43	A	73	A	44	P	163	A	60	A	101	A	37	A	114	A	51	A	98	P	174	A	89	P	166	A	143	P	258	A	144	A	
Br140 mRNA	M91585_at	152	A	207	A	234	A	29	A	97	A	96	A	153	A	532	A	139	A	455	A	218	A	267	A	84	A	658	A	888	A	160	A	425	A	894	A	406	A	221	A	
ZNF76 Zinc finger protein 76	M91592_at	84	P	181	M	208	P	87	A	37	A	139	A	50	A	199	A	111	A	226	P	119	P	247	A	-422	A	128	A	10	A	238	P	540	P	265	P	259	A	533	A	
Ubiquitin carrier protein (E2-EPF) mRNA	M91670_at	95	A	248	A	342	P	61	A	60	A	94	A	164	A	240	A	-34	A	-46	A	160	P	77	A	123	A	227	A	-14	A	305	M	549	A	1023	P	241	A	114	A	
CCND3 Cyclin D3	M92287_at	102	A	184	A	496	A	116	A	112	A	143	A	165	A	121	A	-15	A	331	A	177	P	105	A	259	A	296	A	901	A	146	A	414	A	682	A	-16	A	-160	A	
DIHYDROPRYRIDINE-SENSITIVE L-TYPE, CALCIUM CHANNEL BETA-1-B1 SUBUNIT	M92303_at	170	A	417	M	318	A	312	A	105	A	143	A	226	A	382	A	97	A	253	A	127	P	454	A	194	A	146	A	392	A	163	A	297	A	717	P	491	A	523	A	
B94 PROTEIN	M92357_at	68	A	56	A	29	A	90	P	120	P	129	A	259	A	470	A	25	A	210	A	276	A	-55	A	-69	A	1450	A	25	A	-1	A	385	P	1605	P	-169	A	-110	A	
MDM2 Mouse double minute 2, human homolog of; p53-binding protein	M92424_at	23	A	60	P	58	A	41	A	-10	A	-11	A	-5	A	104	A	-68	A	47	A	54	A	60	A	-133	A	85	A	146	A	114	A	58	A	36	A	101	A	89.2	A	
GUC2D Guanylate cyclase 2D, membrane (retina-specific)	M92432_at	-50	A	-108	A	41	A	-412	A	-29	A	-37	A	-63	A	-526	A	-71	A	48	A	-147	A	-75	A	-78	A	-209	A	-893	A	-286	A	-322	A	-125	A	-267	A	-355	A	
130 KD LEUCINE-RICH PROTEIN	M92439_at	5	A	11	A	68	P	128	M	30	P	19	A	100	P	142	P	2	A	6	A	166	P	-7	A	27	A	67	P	269	P	85	A	230	P	433	P	12	A	-153	A	
LTR mRNA, 3' end of coding region and 3' flank	M92449_at	253	A	847	A	474	P	518	A	302	A	461	A	425	A	754	A	1	A	1399	A	144	A	594	A	-9	A	104	A	-285	A	314	A	533	A	956	A	517	A	809	A	
CTGF Connective tissue growth factor	M92934_at	78	P	87	A	118	A	332	P	7	A	87	A	126	P	382	P	22	A	76	A	122	P	83	A	47	A	32	A	576	P	735	P	3331	P	842	P	155	A	-0	A	
MAJOR GASTROINTESTINAL TUMOR-ASSOCIATED PROTEIN GA733-2 PRECURSOR	M93036_at	144	P	405	P	686	P	476	P	22	A	420	P	799	P	1685	P	575	P	748	P	706	P	401	P	205	P	639	P	9629	P	723	P	2808	P	4045	P	253	P	542	P	
LEUKOCYTE ELASTASE INHIBITOR	M93056_at	9	A	-68	A	121	P	-8	A	-23	A	62	A	41	A	18	A	-22	A	116	A	-26	A	-104	A	-122	A	15	A	1662	P	470	P	114	A	225	P	-92	A	43	A	
D-BETA-HYDROXYBUTYRATE DEHYDROGENASE PRECURSOR	M93107_at	139	A	355	A	294	A	264	A	80	A	72	A	147	A	397	A	83	A	455	M	151	A	362	A	51	A	184	P	507	A	236	A	1103	P	630	A	659	A	209	A	
INSM1 Insulinoma-associated 1 (symbol provisional)	M93119_at	-3	A	-0	A	9	A	-13	A	-16	A	-24	A	-14	A	-56	A	-0	A	-22	A	3	A	-21	A	2	A	-41	A	-34	A	20	A	34	A	66	A	-37	A	63	A	
M6PR Mannose receptor	M93221_at	12	A	23	A	21	A	78	A	-5	A	97	P	13	A	-32	A	-52	A	87	P	76	P	157	A	8	A	9	A	-91	A	169	A	57	A	85	P	-25	A	162	A	
Pancreatic lipase related protein 1 (PLRP1) mRNA	M93283_at	97	A	283	P	182	M	586	A	42	A	176	A	120	A	397	A	107	A	404	P	177	P	294	A	856	P	121	A	361	A	434	P	586	A	325	A	336	M	291	P	
Pancreatic lipase related protein 2 (PLRP2) mRNA	M93284_at	22	A	28	A	26	A	116	A	27	A	37	A	33	A	63	A	64	A	206	A	72	A	12	A	2	A	-53	A	46	A	19	A	141	A	117	A	129	A	157	M	
Methylmalonate semialdehyde dehydrogenase gene	M93405_at	92	A	464	A	292	A	322	A	96	A	270	P	210	A	-49	A	44	A	633	A	80	A	710	A	126	A	148	A	844	A	214	A	460	A	1224	P	771	A	1001	A	
ACVR2 Activin A receptor, type II	M93415_at	40	A	51	A	92	A	63	A	-5	A	35	M	23	A	268	A	12	A	-45	A	44	A	283	A	250	P	142	A	298	A	40	A	324	P	110	A	137	A	28	A	
PTPN12 Protein tyrosine phosphatase, non-receptor type 12	M93425_at	65	P	71	P	86	P	129	P	15	A	101	P	107	A	274	P	75	A	136	P	59	P	-38	A	-136	A	47	M	1110	P	649	P	1012	P	1108	P	162	P	-11	A	
PTPRZ Protein tyrosine phosphatase, receptor-type, zeta polypeptide	M93426_at	3	A	25	A	32	A	-4	A	22	A	-13	A	-36	A	-17	A	1	A	57	A	14	A	20	A	-223	A	-25	A	-121	A	35	A	43	A	22	A	-14	A	78	A	
Paired box gene (PAX6) homologue	M93650_at	29	A	82	A	162	P	-24	A	18	A	-23	A	-33	A	137	P	-26	A	13	A	289	P	66	A	-112	A	60	A	143	A	23	A	-11	A	59	A	63	A	75.2	A	
NOS3 Nitric oxide synthase 3 (endothelial cell)	M93718_at	120	A	514	A	517	A	662	A	108	A	304	A	167	A	239	A	115	M	746	A	51	A	309	P	383	A	257	A	915	A	707	A	1562	A	748	A	538	A	520	A	
DHODH Dihydroorotate dehydrogenase	M94065_at	29	A	59	A	119	P	104	A	9	A	30	A	50	A	190	A	67	A	80	A	73	A	-52	A	159	A	63	A	118	A	94	A	257	A	345	A	176	A	114	A	
LOR Loricrin	M94077_at	10	A	-62	A	-127	A	-70	A	-67	A	-163	A	-66	A	-347	A	-126	A	-124	A	-45	A	-281	A	-277	A	-26	A	-311	A	-2	A	279	A	372	A	-218	A	-190	A	
Cadherin-associated protein-related (cap-r) mRNA	M94151_at	-20	A	-26	A	-11	A	-15	A	-15	A	-37	A	-73	A	-76	A	-4	A	-41	A	11	A	-54	A	-223	A	-17	A	-162	A	19	A	222	P	-40	A	-17	A	-4	A	
HGL Heregulin alpha	M94167_at	-37	A	-29	A	-179	A	-151	A	-48	A	-107	A	-67	A	-11	A	32	A	15	A	-120	A	-10	A	626	A	56	A	88	A	-218	A	-143	A	-132	A	202	A	-59	A	
MDK Midkine (neurite growth-promoting factor 2)	M94250_at	638	P	1248	P	3	A	608	P	-35	A	22	A	710	P	1653	P	-54	A	1957	P	542	P	34	A	1958	P	198	A	4008	P	271	P	4335	P	9618	P	115	A	-319	A	
CAPG Capping protein (actin filament), gelsolin-like	M94345_at	661	P	572	P	121	P	668	P	84	P	734	P	1434	P	2256	P	7	A	1371	P	867	P	-192	A	399	P	652	P	1075	P	730	P	2934	P	3079	P	-143	A	-414	A	
LAMB2 Laminin, beta 2 (laminin S)	M94362_at	166	A	197	P	338	A	326	A	56	A	114	M	82	A	469	A	89	A	316	A	112	A	113	A	267	M	290	P	846	P	474	P	1350	P	897	P	496	A	177	A	
HUMMLC2At; Homo sapiens; ; 593 base-pairs	M94547_at	-8	A	102	A	145	A	-62	A	30	A	7	A	-4	A	-58	A	-22	A	-4	A	83	A	-79	A	-205	A	-45	A	-383	A	-43	A	50	A	-63	A	-11	A	-127	A	
SSBP Single-stranded DNA-binding protein	M94556_at	299	P	220	P	1094	P	137	P	250	P	216	P	433	P	1183	P	315	P	489	P	808	P	328	A	-10	A	1932	P	4315	P	1571	P	1790	P	1652	P	601	P	137	A	
